basic_trend_following,basic_mean_reversion,basic_breakout,basic_momentum,portfolio_enhanced_momentum,portfolio_enhanced_trend,portfolio_enhanced_breakout,portfolio_enhanced_mean_reversion
68082805.24823794,69482660.46148442,66932397.54143504,68936674.04160634,1047969.2321344906,953190.0141341686,943365.4960864345,1282706.2170264986
67676463.26775351,69074458.45434554,66403239.78184143,68447910.67876905,1039529.0314210564,955183.6604793072,916018.9763744632,1395641.2736405102
67713421.65116006,69657051.23957153,66207534.353477195,68317866.18981096,1050902.3685527847,919688.3073909283,921580.8589762012,1395641.2736405102
67830334.75863837,69674290.0511262,66307219.04003628,68365043.24492751,1052980.307880633,935512.3111288548,900750.2386015216,1395641.2736405102
67296809.31032956,68998430.56298204,65707002.643354826,67787622.2667802,1041790.9998189255,932307.8935368061,900465.5708587924,1395641.2736405102
67698033.99322349,69461587.78008874,66226692.80340951,68269944.13200708,1021416.0536214198,948073.4421055317,900701.6162069598,1395641.2736405102
67164681.19355464,68943818.46037419,65733628.074501514,67853303.00471553,1008193.3506280269,942564.2251884937,900271.1377681056,1395641.2736405102
66705293.37452128,68467707.88888822,65391679.98589185,67483759.0653801,988229.3476487483,926867.1405289173,900319.7578509608,1395641.2736405102
66263496.40785458,67854638.76284431,64675863.220216185,66842154.7581659,971636.3095437373,921403.0675246716,899958.8943689624,1395641.2736405102
66355872.5526047,67934758.34292014,64643413.69428659,66756785.65368668,971798.1251565303,919308.9729397297,900389.2861231128,1395641.2736405102
66478621.74182131,68197919.23172031,64964768.11653377,67038832.06020228,973741.5754586543,935535.7633326054,901361.1007345477,1395641.2736405102
66240024.12591531,67533815.63652311,64519995.184721075,66694790.39722935,972931.8038255061,929068.7554812431,900618.3300436297,1361010.6758774486
66468717.22366574,68537853.999387,65303023.05648181,67176672.78996125,978316.6256486262,931731.061221838,900729.3774908343,1390694.0278805462
66557006.16417792,68320171.28544931,65353514.97217646,67240159.1027681,992458.796367773,951225.6613924503,881705.8580296794,1409112.4846571651
66243449.23387211,67634888.9973597,64732998.81397602,66834209.42701379,955917.6110383357,939104.5986323357,851724.5522864619,1350749.0189574924
66007619.414150916,67041297.948833115,64251238.829172395,66347695.014208,917244.4148217525,926473.930419445,851662.1202986995,1308864.4288538662
66049582.946262084,67024167.396354586,64275450.52627665,66236022.6015412,929192.3488389339,940378.2771315575,851419.117752389,1308062.041640636
66241986.961614095,67475961.2174564,64808603.01738874,66636729.08989159,929428.0655976619,960265.5364394188,854332.0439794818,1295171.5162929264
66291551.95820085,67420621.62037967,64904801.32633126,66707054.53237454,938478.2747842158,962746.0316407077,876637.6816604892,1256435.8140391079
66406046.61496192,67887805.32352282,65135530.94576914,66965160.160040766,955094.9045902576,956055.709809144,873077.8094142238,1288961.8035620418
66485810.126932435,67853174.77937567,65225638.33115442,67048192.284152485,950684.7512570705,965209.2685507108,855534.3388016978,1271445.0738638607
66499690.21818694,67998976.1549806,65271073.39578274,67106296.36554627,946800.4110585536,964758.7908391277,849512.9976394931,1279230.3035620418
66295594.009984694,67767725.28254113,65146892.631975755,66948267.69559886,929915.0928593959,955617.331336691,820400.1318858424,1292854.3441656795
66407708.82582806,67960143.09150155,65263132.83606364,67071128.04614124,936105.2138520564,955993.8470368101,827644.1934231082,1281176.5738638607
